name,artists,year,danceability,energy,valence,popularity,tempo
Celestica,['Crystal Castles'],2011,0.551,0.6940000000000001,0.299,49,126.0
Waterloo Sunset - Stereo Mix,['The Kinks'],1967,0.555,0.642,0.5820000000000001,27,107.554
Come Rain Or Come Shine - Live At Carnegie Hall/1961,['Judy Garland'],1961,0.349,0.447,0.262,20,79.335
I Don't Know What You Got,['Little Richard'],1964,0.527,0.534,0.3720000000000001,37,84.775
Cuentan las Viejas - Remasterizado,"['Francisco Canaro', 'Charlo']",1930,0.696,0.336,0.907,0,113.763
夜的第七章,['Jay Chou'],2006,0.648,0.628,0.477,47,85.001
Winds From the West,['Stick Figure'],2006,0.7929999999999999,0.425,0.522,43,77.663
Big Gun,['AC/DC'],2009,0.569,0.901,0.8390000000000001,61,133.194
Bewildered,['James Brown & The Famous Flames'],1963,0.343,0.49,0.481,15,103.361
"Curoo, Curoo",['The Clancy Brothers'],1969,0.406,0.331,0.529,25,133.626
Seventeen,['Peach Pit'],2018,0.5589999999999999,0.89,0.809,62,91.509
La Vuelta de Rocha - Instrumental (Remasterizado),['Francisco Canaro'],1927,0.77,0.141,0.633,0,118.56
Часть 87.4 - На Западном фронте без перемен,['Эрих Мария Ремарк'],1929,0.691,0.244,0.752,0,82.443
Roman Holiday,['Halsey'],2015,0.431,0.836,0.75,53,74.473
La Vida En Rosa,['Chucho Avellanet'],1967,0.448,0.259,0.5429999999999999,27,93.9
Amar Kapale Ja Achhe Kali,['K.C.Dey'],1930,0.275,0.24,0.416,0,78.51
It's Party Time,['Bobby Womack'],1978,0.8109999999999999,0.628,0.96,33,120.441
Broke,['Modest Mouse'],2000,0.475,0.8,0.355,43,115.426
Si Tú No Vuelves,['Alejandro Fernández'],2001,0.461,0.428,0.35,55,149.689
On se plaît,['Françoise Hardy'],1962,0.65,0.424,0.897,33,86.543
The Evil That Men Do - 2015 Remaster,['Iron Maiden'],1988,0.255,0.977,0.31,42,161.738
"Baby, Now That I've Found You",['Alison Krauss'],1995,0.725,0.239,0.435,49,115.545
A Little Duet for Zoot And Chet,['Chet Baker'],1954,0.557,0.391,0.882,13,107.224
Lord Grenville,['Al Stewart'],1976,0.471,0.523,0.223,25,135.748
"Blue Monk - Live At The Five Spot / August 7, 1958","['Thelonious Monk Quartet', 'Johnny Griffin']",1958,0.573,0.237,0.433,14,107.164
It Don't Mean A Thing (If It Ain't Got That Swing),['Thelonious Monk'],1955,0.632,0.174,0.507,6,144.808
"24 Preludes, Op. 28: Prelude No. 15 in D-Flat Major","['Frédéric Chopin', 'Arthur Rubinstein']",1954,0.371,0.0253,0.0388,3,92.239
Prelude - Main Title,['Miklós Rózsa'],1960,0.244,0.327,0.174,20,135.309
Santa Claus Is Coming To Town,['George Strait'],1986,0.747,0.382,0.867,29,77.241
Some People Never Know - Remastered 2018,['Wings'],1971,0.416,0.392,0.332,34,175.347
Rehab,['Machine Gun Kelly'],2017,0.49,0.607,0.155,59,85.043
Reincarnated Soul,['The Wailers'],1973,0.626,0.481,0.951,28,81.861
A Most Peculiar Man,['Simon & Garfunkel'],1966,0.487,0.483,0.6559999999999999,47,65.383
Chella llà - Instrument and base Version,['Orchestra Studio 7'],1942,0.687,0.383,0.862,0,94.887
Somebody Help Me,['The Spencer Davis Group'],1966,0.652,0.67,0.775,20,136.373
"The Endless Enigma, Pt. 2 - 2015 - Remaster","['Emerson, Lake & Palmer']",1972,0.357,0.461,0.351,30,102.555
Epidemic,['Polo G'],2020,0.616,0.617,0.476,81,175.929
Hot N Cold (as made famous by Katy Perry),['The New Year Hit Makers'],2009,0.7879999999999999,0.633,0.459,0,132.061
One Track Heart,['Elvis Presley'],1964,0.628,0.476,0.928,19,153.001
Sex Therapy,['Robin Thicke'],2009,0.7020000000000001,0.53,0.319,48,112.036
Rien Ne Va Plus,['Funk Factory - Michael Urbaniak'],1976,0.46,0.684,0.523,36,166.706
Flood I - New Version for Digital,['Sisters of Mercy'],1987,0.528,0.8009999999999999,0.425,34,87.853
Sermonette,['Quincy Jones'],1957,0.6559999999999999,0.304,0.489,12,128.692
Mockingbird,['Eminem'],2004,0.624,0.6729999999999999,0.277,44,83.592
Cabaret,['Liza Minnelli'],1972,0.5,0.311,0.597,37,81.117
Alguien Llena Mi Lugar,['Pandora'],1986,0.442,0.573,0.181,41,76.959
If I Ever Leave This World Alive,['Flogging Molly'],2002,0.351,0.618,0.496,56,104.817
I Got Life,"['Galt MacDermot', 'Tom Pierson']",1979,0.606,0.8640000000000001,0.419,40,80.497
La Cumbia Del Lazo,['J.L.B. Y Cía'],1998,0.498,0.7120000000000001,0.956,42,197.701
untitled 07 | 2014 - 2016,['Kendrick Lamar'],2016,0.5670000000000001,0.463,0.324,59,126.982
Cantares - En Directo,['Joan Manuel Serrat'],1984,0.545,0.6809999999999999,0.502,47,121.855
Phenomenal Cat - 2018 Stereo Remaster,['The Kinks'],1968,0.537,0.248,0.274,30,58.128
Little Omie Wise,['Doc Watson'],1964,0.469,0.0953,0.583,26,75.246
On To The Next One,"['JAY-Z', 'Swizz Beatz']",2009,0.546,0.908,0.59,58,116.885
I Can't Fly!,['Joe Hisaishi'],1989,0.672,0.0775,0.0635,30,118.62
To Try for the Sun,['Donovan'],1965,0.523,0.282,0.628,28,108.89
To Paixndi Tou Amerikanou,['Rita Ampatzi'],1940,0.6,0.306,0.447,0,94.194
Astronauts,"['Future', 'Juice WRLD']",2018,0.732,0.586,0.73,64,76.48
Following The River,['The Rolling Stones'],1972,0.292,0.512,0.25,28,141.411
Tiny Raindrop,['Balance And Composure'],2013,0.512,0.951,0.145,46,110.172
Heard It on the X - 2005 Remaster,['ZZ Top'],1975,0.55,0.942,0.815,39,113.857
Doesn't Somebody Want To Be Wanted,"['David Cassidy', 'The Partridge Family']",1974,0.742,0.387,0.878,32,113.045
20th Century Boy,['T. Rex'],1973,0.428,0.899,0.7240000000000001,49,135.248
Si No Te Hubieras Ido,['Frankie Ruiz'],1987,0.691,0.7020000000000001,0.863,26,95.044
Wang Dang Doodle,"[""Howlin' Wolf""]",1962,0.403,0.653,0.7390000000000001,35,93.421
Kapitel 2 - Die läßliche Sünde,['Honoré de Balzac'],1947,0.7090000000000001,0.272,0.456,0,111.226
"So Long, Astoria",['The Ataris'],2003,0.379,0.978,0.482,43,182.007
Good Day,['iann dior'],2020,0.715,0.64,0.444,66,82.465
Open Your Heart - 2012 Remaster,['The Human League'],1981,0.5489999999999999,0.56,0.523,25,133.367
Kennedy,['The Wedding Present'],1989,0.375,0.974,0.508,41,143.635
Cold Morning Light,['Todd Rundgren'],1972,0.482,0.413,0.342,24,116.035
Lover Come Back (with Frank DeVol & His Orchestra) - Mono,"['Doris Day', 'Frank DeVol & His Orchestra']",1945,0.679,0.351,0.7759999999999999,13,121.406
My Revolution,['Misato Watanabe'],1985,0.733,0.941,0.863,32,130.397
Cenizas,['Vicente Fernández'],1977,0.495,0.451,0.537,32,94.028
The Day Before You Came,['ABBA'],1981,0.8009999999999999,0.388,0.736,51,108.071
Caiga Quien Caiga,['Los Inquietos Del Norte'],2013,0.5589999999999999,0.809,0.877,59,122.923
Noches de Aventura,['Ozuna'],2017,0.763,0.753,0.6409999999999999,62,183.938
I'm Forgiven,['The Imperials'],1979,0.826,0.573,0.971,29,125.716
Часть 69.4 & Часть 70.1 - Фиеста,['Эрнест Хемингуэй'],1926,0.715,0.373,0.173,0,127.141
Real Love,"['Clean Bandit', 'Jess Glynne']",2014,0.63,0.848,0.551,47,124.987
Landslide - 2017 Remaster,['Fleetwood Mac'],1975,0.431,0.297,0.467,38,160.168
The Sorcerer / Act 2: 25. Prepare for sad surprises,"['Arthur Sullivan', 'Neville Griffith', 'New Symphony Orchestra', 'Isidore Godfrey']",1953,0.501,0.102,0.308,0,66.009
"Trois nouvelles études, B. 130: No. 3 in D-Flat Major","['Frédéric Chopin', 'Arthur Rubinstein']",1926,0.3720000000000001,0.202,0.625,1,84.299
Stolen Car,['Bruce Springsteen'],1980,0.454,0.104,0.0833,40,108.157
Entombment of a Machine,['Job For A Cowboy'],2005,0.2,0.974,0.215,48,80.123
Flyin' High (In The Friendly Sky) - Detroit MIx,['Marvin Gaye'],1971,0.537,0.395,0.8079999999999999,28,109.96
Oh Yeah!,['Bill Withers'],1985,0.79,0.434,0.868,38,105.915
Aquarela do Brasil - Voice,"['Ary Barroso', 'Xavier Cugat & His Orchestra']",1957,0.465,0.439,0.517,20,121.34
Unglued - 2019 Remaster,['Stone Temple Pilots'],1994,0.441,0.985,0.364,47,146.022
Şu Kızı Bana Vermiyorlar,['Makbule Enver Hanım'],1935,0.509,0.31,0.624,0,125.994
Kuhio Bay,"[""Israel Kamakawiwo'ole""]",1993,0.545,0.275,0.499,32,123.225
Ocean Man,['Ween'],1997,0.72,0.912,0.973,65,122.782
Henehene Kou 'Aka,"[""Israel Kamakawiwo'ole""]",2001,0.6679999999999999,0.396,0.795,42,154.542
Be Still - Remastered 2001,['The Beach Boys'],1968,0.391,0.0875,0.039,23,131.156
Collective Dreamwish of Upperclass Elegance,['Grandaddy'],1998,0.6890000000000001,0.338,0.309,33,83.991
The Great River,['Howard Shore'],2001,0.157,0.124,0.0343,46,77.278
Children's Corner: Dr. Gradus ad Parnassum,"['Claude Debussy', 'William Kapell']",1945,0.165,0.0595,0.066,0,167.835
Bridge Over Troubled Water,['Simon & Garfunkel'],1970,0.149,0.206,0.264,72,79.764
Women Is Losers,"['Big Brother & The Holding Company', 'Janis Joplin']",1967,0.557,0.568,0.715,36,136.736
Little Bit Of Everything,['Keith Urban'],2013,0.619,0.882,0.897,51,159.98
Griseta - Remasterizado,['Ignacio Corsini'],1946,0.6679999999999999,0.21,0.5770000000000001,0,135.159
Weber: Hunting Chorus,"['Carl Maria von Weber', 'George and Madeleine Brown']",1952,0.627,0.458,0.165,0,97.773
Something About You,['Four Tops'],1965,0.568,0.6629999999999999,0.784,32,130.375
Its A Miracle - Remastered 2012,['Culture Club'],1983,0.752,0.733,0.703,47,118.789
Dead Cops/America's so Straight - Millions of Dead Cops - Full Length,['MDC'],1980,0.29,0.977,0.318,22,114.302
When Will I Be Loved,"['Karla Bonoff', 'Vince Gill']",1994,0.557,0.518,0.475,43,138.403
"6, 8, 12",['Brian McKnight'],1999,0.716,0.34,0.3720000000000001,62,126.921
Schemin Up (feat. Drake and P. Reign),"['OB OBrien', 'Drake', 'Preme']",2014,0.752,0.7659999999999999,0.501,51,141.82
Aquarius/Let The Sunshine In (The Flesh Failures) [Remastered],['The 5th Dimension'],1969,0.293,0.74,0.516,59,118.23
Poncho Konos,"['T3R Elemento', 'Salazar Y Su Nueva Eskuela']",2017,0.679,0.742,0.5820000000000001,61,118.998
Sinnerman,['Nina Simone'],1969,0.436,0.529,0.685,23,147.361
我還是永遠愛著你,['左艷蓉'],1968,0.494,0.133,0.265,28,58.114
Frou-frou Foxes in Midsummer Fires,['Cocteau Twins'],1990,0.402,0.617,0.229,46,160.046
Only The Ocean,['Jack Johnson'],2010,0.617,0.315,0.462,55,80.103
Meddaenna,['Natalino Otto'],1942,0.312,0.0903,0.425,0,183.804
Your Father's Feathers,['Henry Mancini'],1962,0.6729999999999999,0.418,0.784,17,132.546
It's Always You (Carroll Gibbons; The Savoy Hotel Orpheans),"['Carroll Gibbons', 'The Savoy Hotel Orpheans']",1945,0.48,0.0759,0.197,2,122.666
Pretty Little Fears (feat. J. Cole),"['6LACK', 'J. Cole']",2018,0.61,0.458,0.246,76,192.099
1 Threw 8,['Mac Miller'],2012,0.443,0.6659999999999999,0.259,46,80.056
"3/5 Of A Mile In 10 Seconds - Live at The Woodstock Music & Art Fair, August 17, 1969",['Jefferson Airplane'],1969,0.253,0.82,0.535,26,162.103
Gimme Your Money Please,['Bachman-Turner Overdrive'],1973,0.51,0.7290000000000001,0.741,30,135.879
(I've Got a Gal in) Kalamazoo,['Glenn Miller'],1939,0.737,0.272,0.758,35,131.388
Como Te Llamas Paloma,['Jaime Y Los Chamacos'],2000,0.841,0.8190000000000001,0.942,39,98.831
29,['Gin Blossoms'],1992,0.636,0.762,0.743,30,109.645
Cowboys,"['Jelly Roll', 'Struggle Jennings']",2017,0.691,0.6679999999999999,0.483,56,74.985
Murder On Music Row,"['George Strait', 'Alan Jackson']",2000,0.356,0.5539999999999999,0.541,51,204.04
"All American Man - Live At Capitol Theatre, New Jersey / 1977",['KISS'],1977,0.416,0.922,0.451,27,141.104
Walk in the Park,['Beach House'],2010,0.637,0.5489999999999999,0.87,42,141.385
The Trick Bag - Take 2 & 5,['Wes Montgomery'],1963,0.537,0.406,0.885,18,140.913
Sleigh Ride,['Ella Fitzgerald'],1960,0.508,0.287,0.644,69,154.759
"Aragon - From The ""Coffy"" Soundtrack",['Roy Ayers'],1973,0.764,0.738,0.961,32,122.406
Jai Jagdish,['Manna Dey'],1947,0.5589999999999999,0.465,0.47,0,119.411
"Manon Lescaut: Sola, perdutta, abbandonata","['Giacomo Puccini', 'Renata Scotto', 'Gianandrea Gavazzeni', 'London Symphony Orchestra']",1948,0.283,0.0825,0.0523,0,79.185
Go Go Shoes,['Lonnie Youngblood'],1965,0.777,0.626,0.974,24,113.514
Daddy's Lambo,['Yelawolf'],2010,0.779,0.725,0.335,60,131.997
Shining,['Misfits'],1997,0.462,0.993,0.11,38,137.648
Whispered Words (Pretty Lies),['Dan Auerbach'],2009,0.433,0.583,0.498,42,84.414
Creatures,['Motionless In White'],2010,0.241,0.85,0.0893,45,143.962
"Ashkon Men Chhipi Ulfut Ki Kahani (From ""Pahla Aadmi"")",['Sandhya Mukherjee'],1950,0.351,0.276,0.631,0,84.949
Hey Now (Girls Just Want to Have Fun),['Cyndi Lauper'],1983,0.78,0.755,0.862,40,101.557
All My Ex's Live In Texas,['George Strait'],2004,0.768,0.419,0.731,45,130.517
Cirrus,['Bonobo'],2013,0.64,0.8440000000000001,0.364,60,119.042
"Pavane pour une infante défunte, M. 19 (Version for Orchestra)","['Maurice Ravel', 'Eugene Ormandy', 'Philadelphia Orchestra']",1961,0.0779,0.0805,0.0398,19,177.517
Feelin',"[""The La's""]",1990,0.498,0.952,0.928,30,92.104
Once Upon Your Dead Body - Explicit Album Version,['Coheed and Cambria'],2005,0.635,0.871,0.546,41,139.874
Elukovayya,['Raavu Balasaraswathi'],1943,0.44,0.285,0.505,0,75.601
Lepeniotis,"['Giorgos Papasideris', 'Klarino G. Anestopoulos']",1930,0.224,0.406,0.417,0,78.526
Have Yourself a Merry Little Christmas,['Natalie Taylor'],2018,0.603,0.231,0.409,66,103.986
Without You - Demo,['Mötley Crüe'],1989,0.594,0.752,0.349,32,115.2
"Wynken, Blynken And Nod",['Joanie Bartels'],1994,0.396,0.19,0.355,29,75.282
Tragos Amargos,['Ramon Ayala Y Sus Bravos Del Norte'],2010,0.607,0.498,0.594,54,155.902
Times Like These,['Jack Johnson'],2003,0.825,0.459,0.645,60,142.928
Blue Moon - From “Grease”,['Sha Na Na'],1978,0.601,0.387,0.472,51,112.028
Vampire Money,['My Chemical Romance'],2010,0.261,0.979,0.64,56,183.718
F**k Police Brutality,['Anti-Flag'],1996,0.316,0.973,0.557,41,75.71
Tomorrow,['KISS'],1980,0.568,0.889,0.888,31,146.41
Fool's Paradise,"[""Meli'sa Morgan""]",1986,0.748,0.499,0.845,53,100.262
Little White Lies,['George Shearing'],1950,0.633,0.0991,0.6559999999999999,4,136.416
Recuérdame,"['Margarita Cueto', 'Carlos Mejía']",1935,0.463,0.168,0.346,0,78.271
Oh Yeah - 2011 Remastered,['CAN'],1971,0.4,0.737,0.206,26,99.095
White Christmas (feat. Clyde McPhatter & Bill Pinckney),"['The Drifters', 'Clyde McPhatter', 'Bill Pinckney']",2005,0.5329999999999999,0.103,0.493,53,63.1
"Weber: Der Freischütz, Op. 77, J. 277: Overture to Act 1","['Carl Maria von Weber', 'Karl Böhm', 'Staatskapelle Dresden']",1935,0.26,0.182,0.0839,0,124.0
They Shined Up Rudolph's Nose,['Johnny Horton'],1947,0.6940000000000001,0.728,0.974,13,98.185
Question Everything,['Five Finger Death Punch'],2015,0.53,0.976,0.279,52,130.028
My Man's Gone Now,"['Bill Evans', 'Jim Hall']",1966,0.463,0.0403,0.152,25,62.546
Night Society,['Silver Jews'],1998,0.378,0.928,0.69,38,105.335
Carnival of the Animals: VII. Aquarium,"['Camille Saint-Saëns', 'Marian Lapsansky', 'Peter Toperczer', 'Slovak Radio Symphony Orchestra', 'Ondrej Lenard']",1990,0.216,0.0131,0.0498,36,134.177
